locationame,lat,lon,stationid,time,elev,hour_12,hour_24,hour_3,hour_6,min_10,now,rain,latest_2days,latest_3days,attribute,city,city_sn,town,town_sn
太保,23.4568,120.3233,C0M680,2023-05-01T04:50:00+08:00,37.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,嘉義縣,17,太保市,218
太和村,23.5373,120.7008,81M680,2023-05-01T04:50:00+08:00,1181.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,嘉義縣,17,梅山鄉,210
太安,23.6686,121.3619,C1T950,2023-05-01T04:50:00+08:00,1050.00,4.00,14.50,0.00,0.50,0.00,0.00,0.00,16.00,46.00,局屬無人測站,花蓮縣,21,萬榮鄉,166
太平,24.9736,121.8200,L1A840,2023-05-01T04:50:00+08:00,403.00,0.00,6.50,-998.00,-998.00,-998.00,0.00,-998.00,12.50,17.50,翡翠水庫,新北市,06,雙溪區,024
太平國小,23.4075,121.3120,O1T820,2023-05-01T04:50:00+08:00,150.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第9河川局,花蓮縣,21,卓溪鄉,207
太平國小,25.0635,121.5035,A1A9X0,2023-05-01T04:50:00+08:00,20.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府水利處,臺北市,01,大同區,028
太平山,24.5072,121.5175,C0U710,2023-05-01T04:50:00+08:00,1942.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,局屬無人測站,宜蘭縣,07,大同鄉,081
太平山(1),24.4963,121.5283,01U560,2023-05-01T04:50:00+08:00,1960.00,0.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,2.00,2.00,水利署第1河川局,宜蘭縣,07,大同鄉,081
太閣南,24.6271,121.1399,01D100,2023-05-01T04:50:00+08:00,940.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第2河川局,新竹縣,10,五峰鄉,089
太閣南,24.6347,121.1522,C1D420,2023-05-01T04:50:00+08:00,1279.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,新竹縣,10,五峰鄉,089
太魯閣,24.1595,121.6154,C1TA00,2023-05-01T04:50:00+08:00,94.00,0.00,2.50,-998.00,-998.00,-998.00,0.00,-998.00,3.00,7.00,局屬無人測站,花蓮縣,21,秀林鄉,108
太麻里,22.6108,120.9773,C0S690,2023-05-01T04:50:00+08:00,522.00,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,1.00,局屬無人測站,臺東縣,22,太麻里鄉,312
太麻里1,22.6007,120.9720,E2S980,2023-05-01T04:50:00+08:00,100.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.50,局屬合作測站,臺東縣,22,太麻里鄉,312
太麻里2,22.5998,120.9898,E2S960,2023-05-01T04:50:00+08:00,26.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,1.00,局屬合作測站,臺東縣,22,太麻里鄉,312
奇岩,25.1257,121.4949,A1AB70,2023-05-01T04:50:00+08:00,28.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府水利處,臺北市,01,北投區,006
奇萊稜線,24.1110,121.3183,C0I540,2023-05-01T04:50:00+08:00,3344.00,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,局屬無人測站,南投縣,13,仁愛鄉,178
奎輝國小,24.7993,121.3263,81C780,2023-05-01T04:50:00+08:00,357.00,1.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,農委會水土保持局,桃園市,08,復興區,067
奧萬大,23.9547,121.1704,C1I320,2023-05-01T04:50:00+08:00,1275.00,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,局屬無人測站,南投縣,13,仁愛鄉,122
奮起湖,23.4958,120.6911,C0M530,2023-05-01T04:50:00+08:00,1385.00,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,局屬無人測站,嘉義縣,17,竹崎鄉,215
好美里,23.3382,120.1299,C0M880,2023-05-01T04:50:00+08:00,27.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,嘉義縣,17,布袋鎮,225
妙崇寺,23.0112,120.6622,81V890,2023-05-01T04:50:00+08:00,415.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,高雄市,05,六龜區,259
媽廟,22.9935,120.2854,C0O990,2023-05-01T04:50:00+08:00,18.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,歸仁區,271
學甲,23.2321,120.1741,C0X220,2023-05-01T04:50:00+08:00,26.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,學甲區,239
安南,23.0783,120.1367,C0O950,2023-05-01T04:50:00+08:00,4.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,安南區,265
安定,23.1044,120.2200,C0X150,2023-05-01T04:50:00+08:00,18.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,安定區,261
安平,22.9950,120.1441,C0X190,2023-05-01T04:50:00+08:00,10.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,安平區,276
安泰里,25.0894,121.6049,A1AD30,2023-05-01T04:50:00+08:00,97.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府大地工程處,臺北市,01,內湖區,021
安通,23.2855,121.3304,81T820,2023-05-01T04:50:00+08:00,391.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,花蓮縣,21,玉里鎮,221
安通山,23.2925,121.3404,C0Z330,2023-05-01T04:50:00+08:00,488.00,1.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,局屬無人測站,花蓮縣,21,玉里鎮,221
官田,23.1950,120.3075,C0X130,2023-05-01T04:50:00+08:00,27.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,官田區,248
宜梧,23.5380,120.1612,C0K291,2023-05-01T04:50:00+08:00,8.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,雲林縣,16,口湖鄉,201
宜蘭,24.7658,121.7483,467080,2023-05-01T04:50:00+08:00,7.40,0.00,1.50,-998.00,-998.00,-998.00,0.00,-998.00,2.50,4.00,中央氣象局,宜蘭縣,07,宜蘭市,075
宜蘭畜試,24.6708,121.8244,B2U990,2023-05-01T04:50:00+08:00,10.00,0.00,4.00,-998.00,-998.00,-998.00,0.00,-998.00,6.00,10.00,局屬合作測站,宜蘭縣,07,五結鄉,082
富世,24.1492,121.6215,C0Z190,2023-05-01T04:50:00+08:00,62.00,0.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,2.00,9.00,局屬無人測站,花蓮縣,21,秀林鄉,108
富源,23.5898,121.3704,C0Z080,2023-05-01T04:50:00+08:00,298.00,0.50,2.50,0.00,0.50,0.00,0.50,0.00,3.00,30.00,局屬無人測站,花蓮縣,21,光復鄉,194
富貴角,25.2656,121.5573,C0A920,2023-05-01T04:50:00+08:00,196.00,0.00,8.00,-998.00,-998.00,-998.00,0.00,-998.00,16.00,21.50,局屬無人測站,新北市,06,石門區,001
富貴角,25.2903,121.5359,01A350,2023-05-01T04:50:00+08:00,0.00,0.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,水利署第10河川局,新北市,06,石門區,001
富里,23.1734,121.2413,C0T9N0,2023-05-01T04:50:00+08:00,261.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00,0.50,1.00,局屬無人測站,花蓮縣,22,富里鄉,241
寒溪,24.6110,121.6788,88U940,2023-05-01T04:50:00+08:00,175.00,0.00,2.50,-998.00,-998.00,-998.00,0.00,-998.00,8.00,8.50,農委會水土保持局,宜蘭縣,07,大同鄉,081
寒溪,24.6358,121.7087,C1U670,2023-05-01T04:50:00+08:00,105.00,0.00,2.00,-998.00,-998.00,-998.00,0.00,-998.00,10.00,12.00,局屬無人測站,宜蘭縣,07,冬山鄉,087
審馬陣,24.3835,121.4121,C0F0D0,2023-05-01T04:50:00+08:00,3171.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,和平區,104
寶山,23.0384,120.7008,O1V510,2023-05-01T04:50:00+08:00,1067.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第7河川局,高雄市,05,桃源區,353
寶山,24.7367,121.0168,C0D580,2023-05-01T04:50:00+08:00,120.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,新竹縣,10,寶山鄉,076
寶山派出所,23.0390,120.7011,81V900,2023-05-01T04:50:00+08:00,1057.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,高雄市,05,桃源區,353
射馬干,22.7268,121.0298,81S930,2023-05-01T04:50:00+08:00,55.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.50,農委會水土保持局,臺東縣,22,卑南鄉,289
將軍,23.2167,120.1277,C0X280,2023-05-01T04:50:00+08:00,22.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,將軍區,245
小公田(2),23.4263,120.6336,01L360,2023-05-01T04:50:00+08:00,680.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第5河川局,嘉義縣,17,番路鄉,220
小奇萊,24.1336,121.2876,C0I530,2023-05-01T04:50:00+08:00,3014.00,1.50,1.50,-998.00,-998.00,-998.00,0.00,-998.00,1.50,1.50,局屬無人測站,南投縣,13,仁愛鄉,178
小林,23.1502,120.6252,C0V820,2023-05-01T04:50:00+08:00,441.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,甲仙區,251
小油坑,25.1821,121.5406,A1AD40,2023-05-01T04:50:00+08:00,814.00,0.00,2.50,-998.00,-998.00,-998.00,0.00,-998.00,6.50,11.00,北市府大地工程處,臺北市,01,北投區,006
小關山,23.1558,120.8053,C1V220,2023-05-01T04:50:00+08:00,1781.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,桃源區,353
尖山,22.8150,120.3597,C1V390,2023-05-01T04:50:00+08:00,60.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,燕巢區,296
尖石國小,24.7305,121.2183,81D630,2023-05-01T04:50:00+08:00,372.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,新竹縣,10,尖石鄉,077
尾寮山,22.8349,120.6758,C0R100,2023-05-01T04:50:00+08:00,1006.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,三地門鄉,291
屈尺,24.9236,121.5365,C0AI10,2023-05-01T04:50:00+08:00,76.00,1.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,局屬無人測站,新北市,06,新店區,050
屏東,22.6619,120.4836,C0R170,2023-05-01T04:50:00+08:00,26.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,屏東市,309
屏東(5),22.6566,120.4583,00Q070,2023-05-01T04:50:00+08:00,25.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第7河川局,屏東縣,20,屏東市,309
山上,23.0774,120.3552,C0X180,2023-05-01T04:50:00+08:00,62.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,山上區,260
山佳,24.9767,121.3938,C0A520,2023-05-01T04:50:00+08:00,48.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,新北市,06,樹林區,046
山海,21.9896,120.7011,C0R890,2023-05-01T04:50:00+08:00,33.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,恆春鎮,350
山興分校,23.7296,121.4894,81T860,2023-05-01T04:50:00+08:00,98.00,0.00,1.50,-998.00,-998.00,-998.00,0.00,-998.00,2.00,53.00,農委會水土保持局,花蓮縣,21,鳳林鎮,184
山豬窟,22.3204,120.8493,C0S990,2023-05-01T04:50:00+08:00,409.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺東縣,22,大武鄉,342
岡山,22.7988,120.2869,C0V660,2023-05-01T04:50:00+08:00,25.00,0.00,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,局屬無人測站,高雄市,05,岡山區,294
峨眉,24.6924,121.0091,C0D430,2023-05-01T04:50:00+08:00,87.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,新竹縣,10,峨眉鄉,083
峰谷國小,24.0370,120.7163,81F900,2023-05-01T04:50:00+08:00,143.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,臺中市,02,霧峰區,143
崁頂,22.5150,120.5030,O1R630,2023-05-01T04:50:00+08:00,8.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第7河川局,屏東縣,20,崁頂鄉,334
崁頂,22.5166,120.4990,C0R520,2023-05-01T04:50:00+08:00,18.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,崁頂鄉,334
崁頭山,23.2696,120.4935,81O960,2023-05-01T04:50:00+08:00,575.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,臺南市,04,東山區,236
崎峰國小,22.4274,120.4872,CAQ030,2023-05-01T04:50:00+08:00,10.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,屏東縣,20,林邊鄉,340
崎頂,22.9613,120.3612,C0O960,2023-05-01T04:50:00+08:00,112.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,龍崎區,273
崎頂,22.9667,120.3517,01N860,2023-05-01T04:50:00+08:00,100.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第6河川局,臺南市,04,龍崎區,273
崙背,23.7575,120.3108,C0K250,2023-05-01T04:50:00+08:00,12.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,雲林縣,16,崙背鄉,181
左營,22.6767,120.2769,C0V810,2023-05-01T04:50:00+08:00,32.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,左營區,311
左鎮,23.0585,120.4004,C0X200,2023-05-01T04:50:00+08:00,61.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,左鎮區,266
巴陵,24.6833,121.3833,21C070,2023-05-01T04:50:00+08:00,1220.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,石門水庫,桃園市,08,復興區,067
市政中心,25.0407,121.5482,A1AA80,2023-05-01T04:50:00+08:00,83.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府水利處,臺北市,01,信義區,038
布洛灣,24.1736,121.5631,C1T830,2023-05-01T04:50:00+08:00,675.00,0.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.50,局屬無人測站,花蓮縣,21,秀林鄉,108
布袋國中,23.3607,120.1722,CAL110,2023-05-01T04:50:00+08:00,1.10,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,嘉義縣,17,布袋鎮,225
平林國小,23.9945,120.7544,81H910,2023-05-01T04:50:00+08:00,198.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,南投縣,13,草屯鎮,152
平溪旅遊,25.0502,121.7656,NUP460,2023-05-01T04:50:00+08:00,101.00,0.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,2.00,2.00,水利署第10河川局,新北市,06,平溪區,029
平等,25.1309,121.5689,C0AH40,2023-05-01T04:50:00+08:00,426.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺北市,01,士林區,007
平等國小,25.1310,121.5682,A1AA20,2023-05-01T04:50:00+08:00,427.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府水利處,臺北市,01,士林區,007
平鎮,24.8994,121.2064,C0C650,2023-05-01T04:50:00+08:00,208.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,桃園市,08,平鎮區,055
廬山,24.0350,121.1733,C0I010,2023-05-01T04:50:00+08:00,1562.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,南投縣,13,仁愛鄉,122
延平,22.9044,121.0760,C0S930,2023-05-01T04:50:00+08:00,248.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺東縣,22,延平鄉,280
建國,25.0740,121.5207,A1AB50,2023-05-01T04:50:00+08:00,25.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府水利處,臺北市,01,中山區,026
建安國小,24.9275,121.4384,81AI10,2023-05-01T04:50:00+08:00,91.00,0.00,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,農委會水土保持局,新北市,06,三峽區,057
建山國小,23.1072,120.6748,81V820,2023-05-01T04:50:00+08:00,760.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,高雄市,05,桃源區,353
彌陀,22.7856,120.2383,C0V650,2023-05-01T04:50:00+08:00,28.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,彌陀區,298
彭佳嶼,25.6298,122.0715,466950,2023-05-01T04:50:00+08:00,99.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,基隆市,03,中正區,010
彰師大,24.0831,120.5485,A0G720,2023-05-01T04:50:00+08:00,37.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,彰化縣,14,彰化市,142
後壁,23.3681,120.3542,C0X260,2023-05-01T04:50:00+08:00,39.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,後壁區,230
後壁湖,21.9475,120.7377,C0R880,2023-05-01T04:50:00+08:00,13.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,恆春鎮,350
御油山,23.0039,120.7069,C1V300,2023-05-01T04:50:00+08:00,1637.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,桃源區,353
復興,23.2242,120.7978,C0V210,2023-05-01T04:50:00+08:00,734.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,桃源區,353
復興,24.8220,121.3441,C0C460,2023-05-01T04:50:00+08:00,482.00,1.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,局屬無人測站,桃園市,08,復興區,067
復興國小,25.1108,121.6496,NUP490,2023-05-01T04:50:00+08:00,55.00,0.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,5.00,5.00,水利署第10河川局,基隆市,03,七堵區,012
德化國小,23.8505,120.9272,81H920,2023-05-01T04:50:00+08:00,804.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,南投縣,13,魚池鄉,164
德基,24.2567,121.1820,C1F9W0,2023-05-01T04:50:00+08:00,1970.00,1.50,1.50,0.00,0.50,0.00,0.50,0.00,1.50,1.50,局屬無人測站,臺中市,02,和平區,104
德武,23.4761,121.4026,C0Z280,2023-05-01T04:50:00+08:00,224.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,2.00,4.00,局屬無人測站,花蓮縣,21,玉里鎮,221
忠勇,23.3277,121.4315,01S260,2023-05-01T04:50:00+08:00,153.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,水利署第8河川局,臺東縣,22,長濱鄉,227
思源,24.3949,121.3390,C1U920,2023-05-01T04:50:00+08:00,2085.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,宜蘭縣,07,大同鄉,081
恆春,22.0057,120.7383,467590,2023-05-01T04:50:00+08:00,22.30,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,屏東縣,20,恆春鎮,350
恆春工作站,22.0815,120.7064,12Q980,2023-05-01T04:50:00+08:00,16.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,屏東縣,20,車城鄉,349
恆春畜試,21.9473,120.7941,B2Q810,2023-05-01T04:50:00+08:00,20.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,屏東縣,20,恆春鎮,350
惠蓀(2),24.0925,121.0241,00H810,2023-05-01T04:50:00+08:00,684.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第3河川局,南投縣,13,仁愛鄉,122
愛國埔分校,22.4595,120.9147,81S880,2023-05-01T04:50:00+08:00,65.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,臺東縣,22,大武鄉,342
慈恩,24.1939,121.3803,C1T810,2023-05-01T04:50:00+08:00,2049.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,花蓮縣,21,秀林鄉,108
慈惠堂,24.4493,120.7821,81E720,2023-05-01T04:50:00+08:00,482.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,農委會水土保持局,苗栗縣,11,銅鑼鄉,100
成功,23.0993,121.3653,467610,2023-05-01T04:50:00+08:00,33.30,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,臺東縣,22,成功鎮,258
成德中學,24.7916,120.9445,O1D590,2023-05-01T04:50:00+08:00,97.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第2河川局,新竹市,15,北區,066
打鐵坑,24.8518,121.1426,C0D480,2023-05-01T04:50:00+08:00,223.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,新竹縣,10,新埔鎮,063
指南里,24.9833,121.5721,A1AC40,2023-05-01T04:50:00+08:00,103.00,0.00,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,北市府大地工程處,臺北市,01,文山區,356
挹翠山莊,25.0189,121.5662,A1AC70,2023-05-01T04:50:00+08:00,118.00,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,北市府大地工程處,臺北市,01,信義區,038
排雲,23.4651,120.9460,C1V170,2023-05-01T04:50:00+08:00,3690.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,桃源區,353
摩天,23.2011,121.0192,C1S670,2023-05-01T04:50:00+08:00,1580.00,0.50,0.50,0.50,0.50,0.00,0.50,0.50,0.50,0.50,局屬無人測站,臺東縣,22,海端鄉,240
擎天崗,25.1651,121.5598,A1AD10,2023-05-01T04:50:00+08:00,769.00,0.50,2.50,-998.00,-998.00,-998.00,0.00,-998.00,6.00,8.00,北市府大地工程處,臺北市,01,士林區,007
文化大學,25.1379,121.5317,A0A460,2023-05-01T04:50:00+08:00,424.40,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,臺北市,01,士林區,007
文安,22.8043,120.2083,C0V870,2023-05-01T04:50:00+08:00,23.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,彌陀區,298
文山,25.0041,121.5675,C0AC80,2023-05-01T04:50:00+08:00,40.00,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,局屬無人測站,臺北市,01,文山區,356
文山茶改,24.9576,121.6230,82A750,2023-05-01T04:50:00+08:00,401.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,局屬合作測站,新北市,06,石碇區,040
斗六,23.7223,120.5330,C0K400,2023-05-01T04:50:00+08:00,65.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,雲林縣,16,斗六市,355
斗南,23.6805,120.4702,C0K460,2023-05-01T04:50:00+08:00,60.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,雲林縣,16,斗南鎮,193
新伯公,24.2233,120.8328,C1F911,2023-05-01T04:50:00+08:00,417.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,東勢區,113
新佳陽,24.2471,121.2189,81F840,2023-05-01T04:50:00+08:00,1855.00,0.50,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,農委會水土保持局,臺中市,02,和平區,104
新來義,22.5288,120.6703,01Q350,2023-05-01T04:50:00+08:00,250.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第7河川局,屏東縣,20,來義鄉,331
新北,24.9611,121.5161,466881,2023-05-01T04:50:00+08:00,24.10,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,中央氣象局,新北市,06,新店區,050
新北城,24.6827,121.7406,01U190,2023-05-01T04:50:00+08:00,16.50,0.00,2.00,-998.00,-998.00,-998.00,0.00,-998.00,5.00,13.00,水利署第1河川局,宜蘭縣,07,冬山鄉,086
新園,22.5452,120.4535,C0R560,2023-05-01T04:50:00+08:00,22.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,新園鄉,333
新城,24.0413,121.5964,C0Z180,2023-05-01T04:50:00+08:00,34.00,0.00,2.00,-998.00,-998.00,-998.00,0.00,-998.00,2.50,19.50,局屬無人測站,花蓮縣,21,新城鄉,136
新城國小,24.7352,120.9592,O1D570,2023-05-01T04:50:00+08:00,84.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第2河川局,新竹縣,10,寶山鄉,076
新埔,24.8492,121.0301,C1D380,2023-05-01T04:50:00+08:00,65.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,新竹縣,10,新埔鎮,063
新埔(1),24.8312,121.0632,01D310,2023-05-01T04:50:00+08:00,55.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第2河川局,新竹縣,10,新埔鎮,063
